condition_id,group_id,current_A,speed_cm_min,frequency_Hz,amplitude_mm,cooling_s,layer,width_mm,height_mm,factor,x_variable,x_value,source_file,source_row
Welding speed_28.0,80.000_28.000_3.000_3.000,80.0,28.0,3.0,3.0,60.0,3,10.0051,2.5736,Welding speed,Welding speed (cm/min),28.0,layer_partial.csv,320
Welding speed_28.3333,80.000_28.333_3.000_3.000,80.0,28.3333,3.0,3.0,60.0,3,9.9992,2.5394,Welding speed,Welding speed (cm/min),28.3333,layer_partial.csv,321
Welding speed_28.6667,80.000_28.667_3.000_3.000,80.0,28.6667,3.0,3.0,60.0,3,9.9979,2.5175,Welding speed,Welding speed (cm/min),28.6667,layer_partial.csv,322
Welding speed_29.0,80.000_29.000_3.000_3.000,80.0,29.0,3.0,3.0,60.0,3,9.9661,2.5,Welding speed,Welding speed (cm/min),29.0,layer_partial.csv,323
Welding speed_29.3333,80.000_29.333_3.000_3.000,80.0,29.3333,3.0,3.0,60.0,3,9.9561,2.4799,Welding speed,Welding speed (cm/min),29.3333,layer_partial.csv,324
Welding speed_29.6667,80.000_29.667_3.000_3.000,80.0,29.6667,3.0,3.0,60.0,3,9.9402,2.4706,Welding speed,Welding speed (cm/min),29.6667,layer_partial.csv,325
Welding speed_30.0,80.000_30.000_3.000_3.000,80.0,30.0,3.0,3.0,60.0,3,9.9285,2.439,Welding speed,Welding speed (cm/min),30.0,layer_partial.csv,326
Welding speed_22.0,80.000_22.000_3.000_3.000,80.0,22.0,3.0,3.0,60.0,4,10.2441,2.8966,Welding speed,Welding speed (cm/min),22.0,layer_partial.csv,327
Welding speed_22.3333,80.000_22.333_3.000_3.000,80.0,22.3333,3.0,3.0,60.0,4,10.2446,2.8675,Welding speed,Welding speed (cm/min),22.3333,layer_partial.csv,328
Welding speed_22.6667,80.000_22.667_3.000_3.000,80.0,22.6667,3.0,3.0,60.0,4,10.2397,2.8399,Welding speed,Welding speed (cm/min),22.6667,layer_partial.csv,329
Welding speed_23.0,80.000_23.000_3.000_3.000,80.0,23.0,3.0,3.0,60.0,4,10.219,2.8368,Welding speed,Welding speed (cm/min),23.0,layer_partial.csv,330
Welding speed_23.3333,80.000_23.333_3.000_3.000,80.0,23.3333,3.0,3.0,60.0,4,10.2182,2.8151,Welding speed,Welding speed (cm/min),23.3333,layer_partial.csv,331
Welding speed_23.6667,80.000_23.667_3.000_3.000,80.0,23.6667,3.0,3.0,60.0,4,10.2148,2.7861,Welding speed,Welding speed (cm/min),23.6667,layer_partial.csv,332
Welding speed_24.0,80.000_24.000_3.000_3.000,80.0,24.0,3.0,3.0,60.0,4,10.1878,2.773,Welding speed,Welding speed (cm/min),24.0,layer_partial.csv,333
Welding speed_24.3333,80.000_24.333_3.000_3.000,80.0,24.3333,3.0,3.0,60.0,4,10.1773,2.7576,Welding speed,Welding speed (cm/min),24.3333,layer_partial.csv,334
Welding speed_24.6667,80.000_24.667_3.000_3.000,80.0,24.6667,3.0,3.0,60.0,4,10.1737,2.7233,Welding speed,Welding speed (cm/min),24.6667,layer_partial.csv,335
Welding speed_25.0,80.000_25.000_3.000_3.000,80.0,25.0,3.0,3.0,60.0,4,10.1517,2.7099,Welding speed,Welding speed (cm/min),25.0,layer_partial.csv,336
Welding speed_25.3333,80.000_25.333_3.000_3.000,80.0,25.3333,3.0,3.0,60.0,4,10.1423,2.687,Welding speed,Welding speed (cm/min),25.3333,layer_partial.csv,337
Welding speed_25.6667,80.000_25.667_3.000_3.000,80.0,25.6667,3.0,3.0,60.0,4,10.1423,2.679,Welding speed,Welding speed (cm/min),25.6667,layer_partial.csv,338
Welding speed_26.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,4,10.1201,2.6702,Welding speed,Welding speed (cm/min),26.0,layer_partial.csv,339
Welding speed_26.3333,80.000_26.333_3.000_3.000,80.0,26.3333,3.0,3.0,60.0,4,10.1191,2.6336,Welding speed,Welding speed (cm/min),26.3333,layer_partial.csv,340
Welding speed_26.6667,80.000_26.667_3.000_3.000,80.0,26.6667,3.0,3.0,60.0,4,10.104,2.6201,Welding speed,Welding speed (cm/min),26.6667,layer_partial.csv,341
Welding speed_27.0,80.000_27.000_3.000_3.000,80.0,27.0,3.0,3.0,60.0,4,10.0898,2.6092,Welding speed,Welding speed (cm/min),27.0,layer_partial.csv,342
Welding speed_27.3333,80.000_27.333_3.000_3.000,80.0,27.3333,3.0,3.0,60.0,4,10.0805,2.5906,Welding speed,Welding speed (cm/min),27.3333,layer_partial.csv,343
Welding speed_27.6667,80.000_27.667_3.000_3.000,80.0,27.6667,3.0,3.0,60.0,4,10.0728,2.5498,Welding speed,Welding speed (cm/min),27.6667,layer_partial.csv,344
Welding speed_28.0,80.000_28.000_3.000_3.000,80.0,28.0,3.0,3.0,60.0,4,10.037,2.5388,Welding speed,Welding speed (cm/min),28.0,layer_partial.csv,345
Welding speed_28.3333,80.000_28.333_3.000_3.000,80.0,28.3333,3.0,3.0,60.0,4,10.0216,2.5185,Welding speed,Welding speed (cm/min),28.3333,layer_partial.csv,346
Welding speed_28.6667,80.000_28.667_3.000_3.000,80.0,28.6667,3.0,3.0,60.0,4,10.0076,2.4943,Welding speed,Welding speed (cm/min),28.6667,layer_partial.csv,347
Welding speed_29.0,80.000_29.000_3.000_3.000,80.0,29.0,3.0,3.0,60.0,4,10.0315,2.4916,Welding speed,Welding speed (cm/min),29.0,layer_partial.csv,348
Welding speed_29.3333,80.000_29.333_3.000_3.000,80.0,29.3333,3.0,3.0,60.0,4,9.9782,2.4641,Welding speed,Welding speed (cm/min),29.3333,layer_partial.csv,349
Welding speed_29.6667,80.000_29.667_3.000_3.000,80.0,29.6667,3.0,3.0,60.0,4,9.9907,2.4433,Welding speed,Welding speed (cm/min),29.6667,layer_partial.csv,350
Welding speed_30.0,80.000_30.000_3.000_3.000,80.0,30.0,3.0,3.0,60.0,4,9.9879,2.4225,Welding speed,Welding speed (cm/min),30.0,layer_partial.csv,351
Welding speed_22.0,80.000_22.000_3.000_3.000,80.0,22.0,3.0,3.0,60.0,5,10.3163,2.8623,Welding speed,Welding speed (cm/min),22.0,layer_partial.csv,352
Welding speed_22.3333,80.000_22.333_3.000_3.000,80.0,22.3333,3.0,3.0,60.0,5,10.3003,2.8512,Welding speed,Welding speed (cm/min),22.3333,layer_partial.csv,353
Welding speed_22.6667,80.000_22.667_3.000_3.000,80.0,22.6667,3.0,3.0,60.0,5,10.2734,2.8268,Welding speed,Welding speed (cm/min),22.6667,layer_partial.csv,354
Welding speed_23.0,80.000_23.000_3.000_3.000,80.0,23.0,3.0,3.0,60.0,5,10.2653,2.8085,Welding speed,Welding speed (cm/min),23.0,layer_partial.csv,355
Welding speed_23.3333,80.000_23.333_3.000_3.000,80.0,23.3333,3.0,3.0,60.0,5,10.2618,2.7868,Welding speed,Welding speed (cm/min),23.3333,layer_partial.csv,356
Welding speed_23.6667,80.000_23.667_3.000_3.000,80.0,23.6667,3.0,3.0,60.0,5,10.2631,2.7628,Welding speed,Welding speed (cm/min),23.6667,layer_partial.csv,357
Welding speed_24.0,80.000_24.000_3.000_3.000,80.0,24.0,3.0,3.0,60.0,5,10.2363,2.7519,Welding speed,Welding speed (cm/min),24.0,layer_partial.csv,358
Welding speed_24.3333,80.000_24.333_3.000_3.000,80.0,24.3333,3.0,3.0,60.0,5,10.2355,2.7369,Welding speed,Welding speed (cm/min),24.3333,layer_partial.csv,359
Welding speed_24.6667,80.000_24.667_3.000_3.000,80.0,24.6667,3.0,3.0,60.0,5,10.2045,2.7331,Welding speed,Welding speed (cm/min),24.6667,layer_partial.csv,360
Welding speed_25.0,80.000_25.000_3.000_3.000,80.0,25.0,3.0,3.0,60.0,5,10.2085,2.6931,Welding speed,Welding speed (cm/min),25.0,layer_partial.csv,361
Welding speed_25.3333,80.000_25.333_3.000_3.000,80.0,25.3333,3.0,3.0,60.0,5,10.2052,2.6678,Welding speed,Welding speed (cm/min),25.3333,layer_partial.csv,362
Welding speed_25.6667,80.000_25.667_3.000_3.000,80.0,25.6667,3.0,3.0,60.0,5,10.1586,2.6572,Welding speed,Welding speed (cm/min),25.6667,layer_partial.csv,363
Welding speed_26.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,5,10.1675,2.6366,Welding speed,Welding speed (cm/min),26.0,layer_partial.csv,364
Welding speed_26.3333,80.000_26.333_3.000_3.000,80.0,26.3333,3.0,3.0,60.0,5,10.1581,2.6162,Welding speed,Welding speed (cm/min),26.3333,layer_partial.csv,365
Welding speed_26.6667,80.000_26.667_3.000_3.000,80.0,26.6667,3.0,3.0,60.0,5,10.1595,2.597,Welding speed,Welding speed (cm/min),26.6667,layer_partial.csv,366
Welding speed_27.0,80.000_27.000_3.000_3.000,80.0,27.0,3.0,3.0,60.0,5,10.116,2.5677,Welding speed,Welding speed (cm/min),27.0,layer_partial.csv,367
Welding speed_27.3333,80.000_27.333_3.000_3.000,80.0,27.3333,3.0,3.0,60.0,5,10.1227,2.551,Welding speed,Welding speed (cm/min),27.3333,layer_partial.csv,368
Welding speed_27.6667,80.000_27.667_3.000_3.000,80.0,27.6667,3.0,3.0,60.0,5,10.0958,2.5367,Welding speed,Welding speed (cm/min),27.6667,layer_partial.csv,369
Welding speed_28.0,80.000_28.000_3.000_3.000,80.0,28.0,3.0,3.0,60.0,5,10.0908,2.5209,Welding speed,Welding speed (cm/min),28.0,layer_partial.csv,370
Welding speed_28.3333,80.000_28.333_3.000_3.000,80.0,28.3333,3.0,3.0,60.0,5,10.0855,2.4978,Welding speed,Welding speed (cm/min),28.3333,layer_partial.csv,371
Welding speed_28.6667,80.000_28.667_3.000_3.000,80.0,28.6667,3.0,3.0,60.0,5,10.0596,2.4704,Welding speed,Welding speed (cm/min),28.6667,layer_partial.csv,372
Welding speed_29.0,80.000_29.000_3.000_3.000,80.0,29.0,3.0,3.0,60.0,5,10.0408,2.4617,Welding speed,Welding speed (cm/min),29.0,layer_partial.csv,373
Welding speed_29.3333,80.000_29.333_3.000_3.000,80.0,29.3333,3.0,3.0,60.0,5,10.0303,2.4311,Welding speed,Welding speed (cm/min),29.3333,layer_partial.csv,374
Welding speed_29.6667,80.000_29.667_3.000_3.000,80.0,29.6667,3.0,3.0,60.0,5,10.0457,2.4255,Welding speed,Welding speed (cm/min),29.6667,layer_partial.csv,375
Welding speed_30.0,80.000_30.000_3.000_3.000,80.0,30.0,3.0,3.0,60.0,5,10.0264,2.3979,Welding speed,Welding speed (cm/min),30.0,layer_partial.csv,376
Welding speed_22.0,80.000_22.000_3.000_3.000,80.0,22.0,3.0,3.0,60.0,6,10.3531,2.843,Welding speed,Welding speed (cm/min),22.0,layer_partial.csv,377
Welding speed_22.3333,80.000_22.333_3.000_3.000,80.0,22.3333,3.0,3.0,60.0,6,10.3335,2.827,Welding speed,Welding speed (cm/min),22.3333,layer_partial.csv,378
Welding speed_22.6667,80.000_22.667_3.000_3.000,80.0,22.6667,3.0,3.0,60.0,6,10.3386,2.8244,Welding speed,Welding speed (cm/min),22.6667,layer_partial.csv,379
Welding speed_23.0,80.000_23.000_3.000_3.000,80.0,23.0,3.0,3.0,60.0,6,10.3081,2.7878,Welding speed,Welding speed (cm/min),23.0,layer_partial.csv,380
Welding speed_23.3333,80.000_23.333_3.000_3.000,80.0,23.3333,3.0,3.0,60.0,6,10.3098,2.7722,Welding speed,Welding speed (cm/min),23.3333,layer_partial.csv,381
Welding speed_23.6667,80.000_23.667_3.000_3.000,80.0,23.6667,3.0,3.0,60.0,6,10.2961,2.7571,Welding speed,Welding speed (cm/min),23.6667,layer_partial.csv,382
Welding speed_24.0,80.000_24.000_3.000_3.000,80.0,24.0,3.0,3.0,60.0,6,10.2783,2.7229,Welding speed,Welding speed (cm/min),24.0,layer_partial.csv,383
Welding speed_24.3333,80.000_24.333_3.000_3.000,80.0,24.3333,3.0,3.0,60.0,6,10.2775,2.7123,Welding speed,Welding speed (cm/min),24.3333,layer_partial.csv,384
Welding speed_24.6667,80.000_24.667_3.000_3.000,80.0,24.6667,3.0,3.0,60.0,6,10.269,2.7055,Welding speed,Welding speed (cm/min),24.6667,layer_partial.csv,385
Welding speed_25.0,80.000_25.000_3.000_3.000,80.0,25.0,3.0,3.0,60.0,6,10.232,2.6603,Welding speed,Welding speed (cm/min),25.0,layer_partial.csv,386
Welding speed_25.3333,80.000_25.333_3.000_3.000,80.0,25.3333,3.0,3.0,60.0,6,10.2307,2.6506,Welding speed,Welding speed (cm/min),25.3333,layer_partial.csv,387
Welding speed_25.6667,80.000_25.667_3.000_3.000,80.0,25.6667,3.0,3.0,60.0,6,10.2239,2.6279,Welding speed,Welding speed (cm/min),25.6667,layer_partial.csv,388
Welding speed_26.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,6,10.1995,2.6253,Welding speed,Welding speed (cm/min),26.0,layer_partial.csv,389
Welding speed_26.3333,80.000_26.333_3.000_3.000,80.0,26.3333,3.0,3.0,60.0,6,10.1899,2.5912,Welding speed,Welding speed (cm/min),26.3333,layer_partial.csv,390
Welding speed_26.6667,80.000_26.667_3.000_3.000,80.0,26.6667,3.0,3.0,60.0,6,10.1859,2.5808,Welding speed,Welding speed (cm/min),26.6667,layer_partial.csv,391
Welding speed_27.0,80.000_27.000_3.000_3.000,80.0,27.0,3.0,3.0,60.0,6,10.1568,2.5618,Welding speed,Welding speed (cm/min),27.0,layer_partial.csv,392
Welding speed_27.3333,80.000_27.333_3.000_3.000,80.0,27.3333,3.0,3.0,60.0,6,10.1726,2.5356,Welding speed,Welding speed (cm/min),27.3333,layer_partial.csv,393
Welding speed_27.6667,80.000_27.667_3.000_3.000,80.0,27.6667,3.0,3.0,60.0,6,10.1326,2.5354,Welding speed,Welding speed (cm/min),27.6667,layer_partial.csv,394
Welding speed_28.0,80.000_28.000_3.000_3.000,80.0,28.0,3.0,3.0,60.0,6,10.1224,2.4962,Welding speed,Welding speed (cm/min),28.0,layer_partial.csv,395
Welding speed_28.3333,80.000_28.333_3.000_3.000,80.0,28.3333,3.0,3.0,60.0,6,10.1164,2.4646,Welding speed,Welding speed (cm/min),28.3333,layer_partial.csv,396
Welding speed_28.6667,80.000_28.667_3.000_3.000,80.0,28.6667,3.0,3.0,60.0,6,10.1061,2.4633,Welding speed,Welding speed (cm/min),28.6667,layer_partial.csv,397
Welding speed_29.0,80.000_29.000_3.000_3.000,80.0,29.0,3.0,3.0,60.0,6,10.0873,2.4295,Welding speed,Welding speed (cm/min),29.0,layer_partial.csv,398
Welding speed_29.3333,80.000_29.333_3.000_3.000,80.0,29.3333,3.0,3.0,60.0,6,10.0776,2.4095,Welding speed,Welding speed (cm/min),29.3333,layer_partial.csv,399
Welding speed_29.6667,80.000_29.667_3.000_3.000,80.0,29.6667,3.0,3.0,60.0,6,10.0615,2.3902,Welding speed,Welding speed (cm/min),29.6667,layer_partial.csv,400
Welding speed_30.0,80.000_30.000_3.000_3.000,80.0,30.0,3.0,3.0,60.0,6,10.0394,2.3782,Welding speed,Welding speed (cm/min),30.0,layer_partial.csv,401
Welding speed_22.0,80.000_22.000_3.000_3.000,80.0,22.0,3.0,3.0,60.0,7,10.392,2.7962,Welding speed,Welding speed (cm/min),22.0,layer_partial.csv,402
Welding speed_22.3333,80.000_22.333_3.000_3.000,80.0,22.3333,3.0,3.0,60.0,7,10.3691,2.814,Welding speed,Welding speed (cm/min),22.3333,layer_partial.csv,403
Welding speed_22.6667,80.000_22.667_3.000_3.000,80.0,22.6667,3.0,3.0,60.0,7,10.3903,2.7844,Welding speed,Welding speed (cm/min),22.6667,layer_partial.csv,404
Welding speed_23.0,80.000_23.000_3.000_3.000,80.0,23.0,3.0,3.0,60.0,7,10.3768,2.7578,Welding speed,Welding speed (cm/min),23.0,layer_partial.csv,405
Welding speed_23.3333,80.000_23.333_3.000_3.000,80.0,23.3333,3.0,3.0,60.0,7,10.3456,2.7514,Welding speed,Welding speed (cm/min),23.3333,layer_partial.csv,406
Welding speed_23.6667,80.000_23.667_3.000_3.000,80.0,23.6667,3.0,3.0,60.0,7,10.3423,2.7405,Welding speed,Welding speed (cm/min),23.6667,layer_partial.csv,407
Welding speed_24.0,80.000_24.000_3.000_3.000,80.0,24.0,3.0,3.0,60.0,7,10.3152,2.7094,Welding speed,Welding speed (cm/min),24.0,layer_partial.csv,408
Welding speed_24.3333,80.000_24.333_3.000_3.000,80.0,24.3333,3.0,3.0,60.0,7,10.3124,2.673,Welding speed,Welding speed (cm/min),24.3333,layer_partial.csv,409
Welding speed_24.6667,80.000_24.667_3.000_3.000,80.0,24.6667,3.0,3.0,60.0,7,10.2946,2.6771,Welding speed,Welding speed (cm/min),24.6667,layer_partial.csv,410
Welding speed_25.0,80.000_25.000_3.000_3.000,80.0,25.0,3.0,3.0,60.0,7,10.2722,2.6509,Welding speed,Welding speed (cm/min),25.0,layer_partial.csv,411
Welding speed_25.3333,80.000_25.333_3.000_3.000,80.0,25.3333,3.0,3.0,60.0,7,10.2656,2.6281,Welding speed,Welding speed (cm/min),25.3333,layer_partial.csv,412
Welding speed_25.6667,80.000_25.667_3.000_3.000,80.0,25.6667,3.0,3.0,60.0,7,10.2652,2.6116,Welding speed,Welding speed (cm/min),25.6667,layer_partial.csv,413
Welding speed_26.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,7,10.25,2.5774,Welding speed,Welding speed (cm/min),26.0,layer_partial.csv,414
Welding speed_26.3333,80.000_26.333_3.000_3.000,80.0,26.3333,3.0,3.0,60.0,7,10.2424,2.5873,Welding speed,Welding speed (cm/min),26.3333,layer_partial.csv,415
Welding speed_26.6667,80.000_26.667_3.000_3.000,80.0,26.6667,3.0,3.0,60.0,7,10.2187,2.5574,Welding speed,Welding speed (cm/min),26.6667,layer_partial.csv,416
Welding speed_27.0,80.000_27.000_3.000_3.000,80.0,27.0,3.0,3.0,60.0,7,10.2282,2.5444,Welding speed,Welding speed (cm/min),27.0,layer_partial.csv,417
Welding speed_27.3333,80.000_27.333_3.000_3.000,80.0,27.3333,3.0,3.0,60.0,7,10.2089,2.5225,Welding speed,Welding speed (cm/min),27.3333,layer_partial.csv,418
Welding speed_27.6667,80.000_27.667_3.000_3.000,80.0,27.6667,3.0,3.0,60.0,7,10.1835,2.4991,Welding speed,Welding speed (cm/min),27.6667,layer_partial.csv,419
Welding speed_28.0,80.000_28.000_3.000_3.000,80.0,28.0,3.0,3.0,60.0,7,10.1937,2.4888,Welding speed,Welding speed (cm/min),28.0,layer_partial.csv,420
Welding speed_28.3333,80.000_28.333_3.000_3.000,80.0,28.3333,3.0,3.0,60.0,7,10.1599,2.4563,Welding speed,Welding speed (cm/min),28.3333,layer_partial.csv,421
Welding speed_28.6667,80.000_28.667_3.000_3.000,80.0,28.6667,3.0,3.0,60.0,7,10.1567,2.4299,Welding speed,Welding speed (cm/min),28.6667,layer_partial.csv,422
Welding speed_29.0,80.000_29.000_3.000_3.000,80.0,29.0,3.0,3.0,60.0,7,10.1298,2.4205,Welding speed,Welding speed (cm/min),29.0,layer_partial.csv,423
Welding speed_29.3333,80.000_29.333_3.000_3.000,80.0,29.3333,3.0,3.0,60.0,7,10.1331,2.4037,Welding speed,Welding speed (cm/min),29.3333,layer_partial.csv,424
Welding speed_29.6667,80.000_29.667_3.000_3.000,80.0,29.6667,3.0,3.0,60.0,7,10.1017,2.3777,Welding speed,Welding speed (cm/min),29.6667,layer_partial.csv,425
Welding speed_30.0,80.000_30.000_3.000_3.000,80.0,30.0,3.0,3.0,60.0,7,10.0864,2.3587,Welding speed,Welding speed (cm/min),30.0,layer_partial.csv,426
Welding speed_22.0,80.000_22.000_3.000_3.000,80.0,22.0,3.0,3.0,60.0,8,10.43,2.8007,Welding speed,Welding speed (cm/min),22.0,layer_partial.csv,427
Welding speed_22.3333,80.000_22.333_3.000_3.000,80.0,22.3333,3.0,3.0,60.0,8,10.4309,2.7707,Welding speed,Welding speed (cm/min),22.3333,layer_partial.csv,428
Welding speed_22.6667,80.000_22.667_3.000_3.000,80.0,22.6667,3.0,3.0,60.0,8,10.4277,2.7644,Welding speed,Welding speed (cm/min),22.6667,layer_partial.csv,429
Welding speed_23.0,80.000_23.000_3.000_3.000,80.0,23.0,3.0,3.0,60.0,8,10.4059,2.7542,Welding speed,Welding speed (cm/min),23.0,layer_partial.csv,430
Welding speed_23.3333,80.000_23.333_3.000_3.000,80.0,23.3333,3.0,3.0,60.0,8,10.3938,2.7192,Welding speed,Welding speed (cm/min),23.3333,layer_partial.csv,431
Welding speed_23.6667,80.000_23.667_3.000_3.000,80.0,23.6667,3.0,3.0,60.0,8,10.3865,2.7053,Welding speed,Welding speed (cm/min),23.6667,layer_partial.csv,432
Welding speed_24.0,80.000_24.000_3.000_3.000,80.0,24.0,3.0,3.0,60.0,8,10.3683,2.6797,Welding speed,Welding speed (cm/min),24.0,layer_partial.csv,433
Welding speed_24.3333,80.000_24.333_3.000_3.000,80.0,24.3333,3.0,3.0,60.0,8,10.3544,2.6538,Welding speed,Welding speed (cm/min),24.3333,layer_partial.csv,434
Welding speed_24.6667,80.000_24.667_3.000_3.000,80.0,24.6667,3.0,3.0,60.0,8,10.3459,2.65,Welding speed,Welding speed (cm/min),24.6667,layer_partial.csv,435
Welding speed_25.0,80.000_25.000_3.000_3.000,80.0,25.0,3.0,3.0,60.0,8,10.3304,2.629,Welding speed,Welding speed (cm/min),25.0,layer_partial.csv,436
Welding speed_25.3333,80.000_25.333_3.000_3.000,80.0,25.3333,3.0,3.0,60.0,8,10.3255,2.6128,Welding speed,Welding speed (cm/min),25.3333,layer_partial.csv,437
Welding speed_25.6667,80.000_25.667_3.000_3.000,80.0,25.6667,3.0,3.0,60.0,8,10.3045,2.5917,Welding speed,Welding speed (cm/min),25.6667,layer_partial.csv,438
Welding speed_26.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,8,10.2946,2.576,Welding speed,Welding speed (cm/min),26.0,layer_partial.csv,439
Welding speed_26.3333,80.000_26.333_3.000_3.000,80.0,26.3333,3.0,3.0,60.0,8,10.2767,2.5407,Welding speed,Welding speed (cm/min),26.3333,layer_partial.csv,440
Welding speed_26.6667,80.000_26.667_3.000_3.000,80.0,26.6667,3.0,3.0,60.0,8,10.2641,2.534,Welding speed,Welding speed (cm/min),26.6667,layer_partial.csv,441
Welding speed_27.0,80.000_27.000_3.000_3.000,80.0,27.0,3.0,3.0,60.0,8,10.2475,2.5111,Welding speed,Welding speed (cm/min),27.0,layer_partial.csv,442
Welding speed_27.3333,80.000_27.333_3.000_3.000,80.0,27.3333,3.0,3.0,60.0,8,10.2399,2.4928,Welding speed,Welding speed (cm/min),27.3333,layer_partial.csv,443
Welding speed_27.6667,80.000_27.667_3.000_3.000,80.0,27.6667,3.0,3.0,60.0,8,10.2299,2.4704,Welding speed,Welding speed (cm/min),27.6667,layer_partial.csv,444
Welding speed_28.0,80.000_28.000_3.000_3.000,80.0,28.0,3.0,3.0,60.0,8,10.2082,2.4541,Welding speed,Welding speed (cm/min),28.0,layer_partial.csv,445
Welding speed_28.3333,80.000_28.333_3.000_3.000,80.0,28.3333,3.0,3.0,60.0,8,10.2137,2.4293,Welding speed,Welding speed (cm/min),28.3333,layer_partial.csv,446
Welding speed_28.6667,80.000_28.667_3.000_3.000,80.0,28.6667,3.0,3.0,60.0,8,10.1869,2.3968,Welding speed,Welding speed (cm/min),28.6667,layer_partial.csv,447
Welding speed_29.0,80.000_29.000_3.000_3.000,80.0,29.0,3.0,3.0,60.0,8,10.1707,2.4018,Welding speed,Welding speed (cm/min),29.0,layer_partial.csv,448
Welding speed_29.3333,80.000_29.333_3.000_3.000,80.0,29.3333,3.0,3.0,60.0,8,10.1772,2.3767,Welding speed,Welding speed (cm/min),29.3333,layer_partial.csv,449
Welding speed_29.6667,80.000_29.667_3.000_3.000,80.0,29.6667,3.0,3.0,60.0,8,10.1461,2.367,Welding speed,Welding speed (cm/min),29.6667,layer_partial.csv,450
Welding speed_30.0,80.000_30.000_3.000_3.000,80.0,30.0,3.0,3.0,60.0,8,10.1453,2.3411,Welding speed,Welding speed (cm/min),30.0,layer_partial.csv,451
Welding speed_22.0,80.000_22.000_3.000_3.000,80.0,22.0,3.0,3.0,60.0,9,10.4711,2.7661,Welding speed,Welding speed (cm/min),22.0,layer_partial.csv,452
Welding speed_22.3333,80.000_22.333_3.000_3.000,80.0,22.3333,3.0,3.0,60.0,9,10.4781,2.7629,Welding speed,Welding speed (cm/min),22.3333,layer_partial.csv,453
Welding speed_22.6667,80.000_22.667_3.000_3.000,80.0,22.6667,3.0,3.0,60.0,9,10.4646,2.7363,Welding speed,Welding speed (cm/min),22.6667,layer_partial.csv,454
Welding speed_23.0,80.000_23.000_3.000_3.000,80.0,23.0,3.0,3.0,60.0,9,10.4481,2.7232,Welding speed,Welding speed (cm/min),23.0,layer_partial.csv,455
Welding speed_23.3333,80.000_23.333_3.000_3.000,80.0,23.3333,3.0,3.0,60.0,9,10.4294,2.7044,Welding speed,Welding speed (cm/min),23.3333,layer_partial.csv,456
Welding speed_23.6667,80.000_23.667_3.000_3.000,80.0,23.6667,3.0,3.0,60.0,9,10.4195,2.6844,Welding speed,Welding speed (cm/min),23.6667,layer_partial.csv,457
Welding speed_24.0,80.000_24.000_3.000_3.000,80.0,24.0,3.0,3.0,60.0,9,10.4111,2.6687,Welding speed,Welding speed (cm/min),24.0,layer_partial.csv,458
Welding speed_24.3333,80.000_24.333_3.000_3.000,80.0,24.3333,3.0,3.0,60.0,9,10.4104,2.6434,Welding speed,Welding speed (cm/min),24.3333,layer_partial.csv,459
Welding speed_24.6667,80.000_24.667_3.000_3.000,80.0,24.6667,3.0,3.0,60.0,9,10.4002,2.6286,Welding speed,Welding speed (cm/min),24.6667,layer_partial.csv,460
Welding speed_25.0,80.000_25.000_3.000_3.000,80.0,25.0,3.0,3.0,60.0,9,10.3758,2.6108,Welding speed,Welding speed (cm/min),25.0,layer_partial.csv,461
Welding speed_25.3333,80.000_25.333_3.000_3.000,80.0,25.3333,3.0,3.0,60.0,9,10.3621,2.591,Welding speed,Welding speed (cm/min),25.3333,layer_partial.csv,462
Welding speed_25.6667,80.000_25.667_3.000_3.000,80.0,25.6667,3.0,3.0,60.0,9,10.3381,2.5625,Welding speed,Welding speed (cm/min),25.6667,layer_partial.csv,463
Welding speed_26.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,9,10.3429,2.5642,Welding speed,Welding speed (cm/min),26.0,layer_partial.csv,464
Welding speed_26.3333,80.000_26.333_3.000_3.000,80.0,26.3333,3.0,3.0,60.0,9,10.3222,2.5431,Welding speed,Welding speed (cm/min),26.3333,layer_partial.csv,465
Welding speed_26.6667,80.000_26.667_3.000_3.000,80.0,26.6667,3.0,3.0,60.0,9,10.3156,2.5132,Welding speed,Welding speed (cm/min),26.6667,layer_partial.csv,466
Welding speed_27.0,80.000_27.000_3.000_3.000,80.0,27.0,3.0,3.0,60.0,9,10.3056,2.4833,Welding speed,Welding speed (cm/min),27.0,layer_partial.csv,467
Welding speed_27.3333,80.000_27.333_3.000_3.000,80.0,27.3333,3.0,3.0,60.0,9,10.2828,2.4701,Welding speed,Welding speed (cm/min),27.3333,layer_partial.csv,468
Welding speed_27.6667,80.000_27.667_3.000_3.000,80.0,27.6667,3.0,3.0,60.0,9,10.2662,2.4534,Welding speed,Welding speed (cm/min),27.6667,layer_partial.csv,469
Welding speed_28.0,80.000_28.000_3.000_3.000,80.0,28.0,3.0,3.0,60.0,9,10.2721,2.4461,Welding speed,Welding speed (cm/min),28.0,layer_partial.csv,470
