序号,分析因素,层号,X变量,X值,宽度(mm),高度(mm)
797,Weaving amplitude,2,Weaving amplitude (mm),3.625,12.1795,2.1533
798,Weaving amplitude,2,Weaving amplitude (mm),3.75,12.4163,2.0943
799,Weaving amplitude,2,Weaving amplitude (mm),3.875,12.7229,2.1348
800,Weaving amplitude,2,Weaving amplitude (mm),4.0,12.9839,2.0954
801,Weaving amplitude,3,Weaving amplitude (mm),1.0,6.2235,3.4704
802,Weaving amplitude,3,Weaving amplitude (mm),1.1249,6.5537,3.3231
803,Weaving amplitude,3,Weaving amplitude (mm),1.2501,7.0298,3.2131
804,Weaving amplitude,3,Weaving amplitude (mm),1.375,7.2821,3.0694
805,Weaving amplitude,3,Weaving amplitude (mm),1.4999,7.5589,2.9509
806,Weaving amplitude,3,Weaving amplitude (mm),1.6251,7.9874,2.811
807,Weaving amplitude,3,Weaving amplitude (mm),1.75,8.2472,2.7315
808,Weaving amplitude,3,Weaving amplitude (mm),1.875,8.5379,2.6609
809,Weaving amplitude,3,Weaving amplitude (mm),2.0,8.9458,2.5725
810,Weaving amplitude,3,Weaving amplitude (mm),2.125,9.3532,2.4858
811,Weaving amplitude,3,Weaving amplitude (mm),2.25,9.5267,2.4648
812,Weaving amplitude,3,Weaving amplitude (mm),2.375,10.0069,2.4088
813,Weaving amplitude,3,Weaving amplitude (mm),2.5,10.3425,2.361
814,Weaving amplitude,3,Weaving amplitude (mm),2.625,10.6449,2.3151
815,Weaving amplitude,3,Weaving amplitude (mm),2.75,10.8808,2.3072
816,Weaving amplitude,3,Weaving amplitude (mm),2.875,11.0976,2.2742
817,Weaving amplitude,3,Weaving amplitude (mm),3.0,11.2954,2.2348
818,Weaving amplitude,3,Weaving amplitude (mm),3.125,11.4241,2.1756
819,Weaving amplitude,3,Weaving amplitude (mm),3.25,11.8353,2.2016
820,Weaving amplitude,3,Weaving amplitude (mm),3.375,11.9012,2.1696
821,Weaving amplitude,3,Weaving amplitude (mm),3.5,12.1639,2.1481
822,Weaving amplitude,3,Weaving amplitude (mm),3.625,12.4475,2.1027
823,Weaving amplitude,3,Weaving amplitude (mm),3.75,12.6306,2.0885
824,Weaving amplitude,3,Weaving amplitude (mm),3.875,12.8887,2.1065
825,Weaving amplitude,3,Weaving amplitude (mm),4.0,12.974,2.074
826,Weaving amplitude,4,Weaving amplitude (mm),1.0,6.3421,3.4812
827,Weaving amplitude,4,Weaving amplitude (mm),1.1249,6.5759,3.2828
828,Weaving amplitude,4,Weaving amplitude (mm),1.2501,7.0178,3.1757
829,Weaving amplitude,4,Weaving amplitude (mm),1.375,7.2383,2.993
830,Weaving amplitude,4,Weaving amplitude (mm),1.4999,7.6263,2.8827
831,Weaving amplitude,4,Weaving amplitude (mm),1.6251,7.9957,2.8193
832,Weaving amplitude,4,Weaving amplitude (mm),1.75,8.3677,2.7514
833,Weaving amplitude,4,Weaving amplitude (mm),1.875,8.6946,2.6532
834,Weaving amplitude,4,Weaving amplitude (mm),2.0,9.0571,2.5561
835,Weaving amplitude,4,Weaving amplitude (mm),2.125,9.527,2.4933
836,Weaving amplitude,4,Weaving amplitude (mm),2.25,9.7257,2.4334
837,Weaving amplitude,4,Weaving amplitude (mm),2.375,10.0848,2.3725
838,Weaving amplitude,4,Weaving amplitude (mm),2.5,10.4935,2.3298
839,Weaving amplitude,4,Weaving amplitude (mm),2.625,10.6483,2.3061
840,Weaving amplitude,4,Weaving amplitude (mm),2.75,10.8248,2.2542
841,Weaving amplitude,4,Weaving amplitude (mm),2.875,11.0817,2.2298
842,Weaving amplitude,4,Weaving amplitude (mm),3.0,11.2888,2.2098
843,Weaving amplitude,4,Weaving amplitude (mm),3.125,11.5907,2.1612
844,Weaving amplitude,4,Weaving amplitude (mm),3.25,11.8046,2.1211
845,Weaving amplitude,4,Weaving amplitude (mm),3.375,12.011,2.1461
846,Weaving amplitude,4,Weaving amplitude (mm),3.5,12.0868,2.1161
847,Weaving amplitude,4,Weaving amplitude (mm),3.625,12.4171,2.1355
848,Weaving amplitude,4,Weaving amplitude (mm),3.75,12.6885,2.0714
849,Weaving amplitude,4,Weaving amplitude (mm),3.875,12.8041,2.1083
850,Weaving amplitude,4,Weaving amplitude (mm),4.0,13.1048,2.0606
851,Weaving amplitude,5,Weaving amplitude (mm),1.0,6.5181,3.4741
852,Weaving amplitude,5,Weaving amplitude (mm),1.1249,6.7415,3.2947
853,Weaving amplitude,5,Weaving amplitude (mm),1.2501,6.8648,3.1176
854,Weaving amplitude,5,Weaving amplitude (mm),1.375,7.4864,3.0594
855,Weaving amplitude,5,Weaving amplitude (mm),1.4999,7.7565,2.8589
856,Weaving amplitude,5,Weaving amplitude (mm),1.6251,8.0443,2.8183
857,Weaving amplitude,5,Weaving amplitude (mm),1.75,8.4781,2.6623
858,Weaving amplitude,5,Weaving amplitude (mm),1.875,8.9227,2.6078
859,Weaving amplitude,5,Weaving amplitude (mm),2.0,9.206,2.5335
860,Weaving amplitude,5,Weaving amplitude (mm),2.125,9.5595,2.4775
861,Weaving amplitude,5,Weaving amplitude (mm),2.25,9.8591,2.403
862,Weaving amplitude,5,Weaving amplitude (mm),2.375,10.1816,2.3471
863,Weaving amplitude,5,Weaving amplitude (mm),2.5,10.6749,2.3099
864,Weaving amplitude,5,Weaving amplitude (mm),2.625,10.7957,2.2602
865,Weaving amplitude,5,Weaving amplitude (mm),2.75,11.0606,2.2577
866,Weaving amplitude,5,Weaving amplitude (mm),2.875,11.2986,2.2098
867,Weaving amplitude,5,Weaving amplitude (mm),3.0,11.3969,2.1485
868,Weaving amplitude,5,Weaving amplitude (mm),3.125,11.6946,2.1716
869,Weaving amplitude,5,Weaving amplitude (mm),3.25,11.8746,2.1278
870,Weaving amplitude,5,Weaving amplitude (mm),3.375,12.0297,2.1117
871,Weaving amplitude,5,Weaving amplitude (mm),3.5,12.2236,2.068
872,Weaving amplitude,5,Weaving amplitude (mm),3.625,12.5951,2.0514
873,Weaving amplitude,5,Weaving amplitude (mm),3.75,12.8582,2.0658
874,Weaving amplitude,5,Weaving amplitude (mm),3.875,12.9941,2.0754
875,Weaving amplitude,5,Weaving amplitude (mm),4.0,13.2498,2.0216
876,Weaving amplitude,6,Weaving amplitude (mm),1.0,6.5606,3.4674
877,Weaving amplitude,6,Weaving amplitude (mm),1.1249,6.7527,3.2527
878,Weaving amplitude,6,Weaving amplitude (mm),1.2501,7.2088,3.1015
879,Weaving amplitude,6,Weaving amplitude (mm),1.375,7.3204,3.0004
880,Weaving amplitude,6,Weaving amplitude (mm),1.4999,7.7874,2.8723
881,Weaving amplitude,6,Weaving amplitude (mm),1.6251,8.1197,2.7278
882,Weaving amplitude,6,Weaving amplitude (mm),1.75,8.5021,2.6404
883,Weaving amplitude,6,Weaving amplitude (mm),1.875,8.7779,2.6057
884,Weaving amplitude,6,Weaving amplitude (mm),2.0,9.2192,2.5059
885,Weaving amplitude,6,Weaving amplitude (mm),2.125,9.592,2.4684
886,Weaving amplitude,6,Weaving amplitude (mm),2.25,9.9111,2.4163
887,Weaving amplitude,6,Weaving amplitude (mm),2.375,10.3216,2.3459
888,Weaving amplitude,6,Weaving amplitude (mm),2.5,10.725,2.2804
889,Weaving amplitude,6,Weaving amplitude (mm),2.625,10.9256,2.2277
890,Weaving amplitude,6,Weaving amplitude (mm),2.75,11.0042,2.1899
891,Weaving amplitude,6,Weaving amplitude (mm),2.875,11.2369,2.19
892,Weaving amplitude,6,Weaving amplitude (mm),3.0,11.5647,2.1576
893,Weaving amplitude,6,Weaving amplitude (mm),3.125,11.6898,2.1191
894,Weaving amplitude,6,Weaving amplitude (mm),3.25,11.9788,2.0999
895,Weaving amplitude,6,Weaving amplitude (mm),3.375,12.1403,2.1
896,Weaving amplitude,6,Weaving amplitude (mm),3.5,12.3993,2.0575
897,Weaving amplitude,6,Weaving amplitude (mm),3.625,12.7166,2.0535
898,Weaving amplitude,6,Weaving amplitude (mm),3.75,12.7668,2.0043
899,Weaving amplitude,6,Weaving amplitude (mm),3.875,13.0141,1.992
900,Weaving amplitude,6,Weaving amplitude (mm),4.0,13.3134,1.9721
901,Weaving amplitude,7,Weaving amplitude (mm),1.0,6.4827,3.3897
902,Weaving amplitude,7,Weaving amplitude (mm),1.1249,6.7864,3.2382
903,Weaving amplitude,7,Weaving amplitude (mm),1.2501,7.0727,3.107
904,Weaving amplitude,7,Weaving amplitude (mm),1.375,7.4629,2.9343
905,Weaving amplitude,7,Weaving amplitude (mm),1.4999,7.7373,2.8716
906,Weaving amplitude,7,Weaving amplitude (mm),1.6251,8.1312,2.7365
907,Weaving amplitude,7,Weaving amplitude (mm),1.75,8.5482,2.6578
908,Weaving amplitude,7,Weaving amplitude (mm),1.875,8.7891,2.5484
909,Weaving amplitude,7,Weaving amplitude (mm),2.0,9.212,2.4967
910,Weaving amplitude,7,Weaving amplitude (mm),2.125,9.6744,2.388
911,Weaving amplitude,7,Weaving amplitude (mm),2.25,10.0148,2.3369
912,Weaving amplitude,7,Weaving amplitude (mm),2.375,10.4278,2.3066
913,Weaving amplitude,7,Weaving amplitude (mm),2.5,10.7256,2.2655
914,Weaving amplitude,7,Weaving amplitude (mm),2.625,11.0198,2.2263
915,Weaving amplitude,7,Weaving amplitude (mm),2.75,11.1928,2.1778
916,Weaving amplitude,7,Weaving amplitude (mm),2.875,11.3081,2.1581
917,Weaving amplitude,7,Weaving amplitude (mm),3.0,11.5836,2.096
918,Weaving amplitude,7,Weaving amplitude (mm),3.125,11.5941,2.1029
919,Weaving amplitude,7,Weaving amplitude (mm),3.25,12.0111,2.1135
920,Weaving amplitude,7,Weaving amplitude (mm),3.375,12.1521,2.0402
921,Weaving amplitude,7,Weaving amplitude (mm),3.5,12.4762,2.0291
922,Weaving amplitude,7,Weaving amplitude (mm),3.625,12.7354,2.0335
923,Weaving amplitude,7,Weaving amplitude (mm),3.75,13.0222,2.0403
924,Weaving amplitude,7,Weaving amplitude (mm),3.875,13.1953,1.9988
925,Weaving amplitude,7,Weaving amplitude (mm),4.0,13.355,1.9997
926,Weaving amplitude,8,Weaving amplitude (mm),1.0,6.6142,3.388
927,Weaving amplitude,8,Weaving amplitude (mm),1.1249,6.8962,3.2124
928,Weaving amplitude,8,Weaving amplitude (mm),1.2501,7.2049,3.0563
929,Weaving amplitude,8,Weaving amplitude (mm),1.375,7.5926,2.9293
930,Weaving amplitude,8,Weaving amplitude (mm),1.4999,7.8676,2.8391
931,Weaving amplitude,8,Weaving amplitude (mm),1.6251,8.2482,2.7506
932,Weaving amplitude,8,Weaving amplitude (mm),1.75,8.5581,2.5813
933,Weaving amplitude,8,Weaving amplitude (mm),1.875,8.9337,2.5164
934,Weaving amplitude,8,Weaving amplitude (mm),2.0,9.2764,2.4622
935,Weaving amplitude,8,Weaving amplitude (mm),2.125,9.5289,2.3549
936,Weaving amplitude,8,Weaving amplitude (mm),2.25,10.0269,2.3311
937,Weaving amplitude,8,Weaving amplitude (mm),2.375,10.5236,2.2774
938,Weaving amplitude,8,Weaving amplitude (mm),2.5,10.7919,2.2524
939,Weaving amplitude,8,Weaving amplitude (mm),2.625,10.9353,2.2007
940,Weaving amplitude,8,Weaving amplitude (mm),2.75,11.2322,2.1819
941,Weaving amplitude,8,Weaving amplitude (mm),2.875,11.4908,2.1433
942,Weaving amplitude,8,Weaving amplitude (mm),3.0,11.7046,2.1337
943,Weaving amplitude,8,Weaving amplitude (mm),3.125,11.8526,2.0642
944,Weaving amplitude,8,Weaving amplitude (mm),3.25,12.0723,2.0548
945,Weaving amplitude,8,Weaving amplitude (mm),3.375,12.3949,2.0269
946,Weaving amplitude,8,Weaving amplitude (mm),3.5,12.6404,2.0352
947,Weaving amplitude,8,Weaving amplitude (mm),3.625,12.7878,1.9768
948,Weaving amplitude,8,Weaving amplitude (mm),3.75,12.9423,2.0
949,Weaving amplitude,8,Weaving amplitude (mm),3.875,13.29,1.972
950,Weaving amplitude,8,Weaving amplitude (mm),4.0,13.3675,1.9506
951,Weaving amplitude,9,Weaving amplitude (mm),1.0,6.6466,3.3477
952,Weaving amplitude,9,Weaving amplitude (mm),1.1249,7.023,3.2174
953,Weaving amplitude,9,Weaving amplitude (mm),1.2501,7.2519,3.0334
954,Weaving amplitude,9,Weaving amplitude (mm),1.375,7.7262,2.9302
955,Weaving amplitude,9,Weaving amplitude (mm),1.4999,7.892,2.7706
956,Weaving amplitude,9,Weaving amplitude (mm),1.6251,8.4324,2.7271
957,Weaving amplitude,9,Weaving amplitude (mm),1.75,8.5398,2.5934
958,Weaving amplitude,9,Weaving amplitude (mm),1.875,9.1289,2.4977
959,Weaving amplitude,9,Weaving amplitude (mm),2.0,9.3436,2.4219
960,Weaving amplitude,9,Weaving amplitude (mm),2.125,9.6843,2.3814
961,Weaving amplitude,9,Weaving amplitude (mm),2.25,10.1392,2.2922
962,Weaving amplitude,9,Weaving amplitude (mm),2.375,10.5267,2.2271
963,Weaving amplitude,9,Weaving amplitude (mm),2.5,10.7946,2.2235
964,Weaving amplitude,9,Weaving amplitude (mm),2.625,11.1248,2.1728
965,Weaving amplitude,9,Weaving amplitude (mm),2.75,11.2226,2.1402
966,Weaving amplitude,9,Weaving amplitude (mm),2.875,11.5161,2.1298
967,Weaving amplitude,9,Weaving amplitude (mm),3.0,11.6597,2.0696
968,Weaving amplitude,9,Weaving amplitude (mm),3.125,11.8353,2.0653
969,Weaving amplitude,9,Weaving amplitude (mm),3.25,12.1563,2.0348
970,Weaving amplitude,9,Weaving amplitude (mm),3.375,12.3224,2.0044
971,Weaving amplitude,9,Weaving amplitude (mm),3.5,12.6647,1.9906
972,Weaving amplitude,9,Weaving amplitude (mm),3.625,12.9405,1.9923
973,Weaving amplitude,9,Weaving amplitude (mm),3.75,13.0855,1.9605
974,Weaving amplitude,9,Weaving amplitude (mm),3.875,13.2441,1.9305
975,Weaving amplitude,9,Weaving amplitude (mm),4.0,13.4532,1.9295
976,Weaving amplitude,10,Weaving amplitude (mm),1.0,6.6737,3.34
977,Weaving amplitude,10,Weaving amplitude (mm),1.1249,7.0106,3.1883
978,Weaving amplitude,10,Weaving amplitude (mm),1.2501,7.3609,3.0058
979,Weaving amplitude,10,Weaving amplitude (mm),1.375,7.7406,2.8923
980,Weaving amplitude,10,Weaving amplitude (mm),1.4999,8.0606,2.7957
981,Weaving amplitude,10,Weaving amplitude (mm),1.6251,8.2924,2.641
982,Weaving amplitude,10,Weaving amplitude (mm),1.75,8.6297,2.5572
983,Weaving amplitude,10,Weaving amplitude (mm),1.875,9.139,2.4961
984,Weaving amplitude,10,Weaving amplitude (mm),2.0,9.5319,2.4046
985,Weaving amplitude,10,Weaving amplitude (mm),2.125,9.7542,2.3451
986,Weaving amplitude,10,Weaving amplitude (mm),2.25,10.171,2.3325
987,Weaving amplitude,10,Weaving amplitude (mm),2.375,10.6157,2.2164
988,Weaving amplitude,10,Weaving amplitude (mm),2.5,10.9653,2.22
989,Weaving amplitude,10,Weaving amplitude (mm),2.625,11.1702,2.1418
990,Weaving amplitude,10,Weaving amplitude (mm),2.75,11.3042,2.1005
991,Weaving amplitude,10,Weaving amplitude (mm),2.875,11.5544,2.0588
992,Weaving amplitude,10,Weaving amplitude (mm),3.0,11.8117,2.0603
993,Weaving amplitude,10,Weaving amplitude (mm),3.125,11.9781,2.0414
994,Weaving amplitude,10,Weaving amplitude (mm),3.25,12.4619,2.0207
995,Weaving amplitude,10,Weaving amplitude (mm),3.375,12.4548,1.9893
996,Weaving amplitude,10,Weaving amplitude (mm),3.5,12.7663,2.0019
997,Weaving amplitude,10,Weaving amplitude (mm),3.625,12.8873,1.9571
998,Weaving amplitude,10,Weaving amplitude (mm),3.75,13.2248,1.9737
999,Weaving amplitude,10,Weaving amplitude (mm),3.875,13.2937,1.914
1000,Weaving amplitude,10,Weaving amplitude (mm),4.0,13.6675,1.917
1001,Cooling time,1,Interlayer cooling time (s),0.0,10.4522,2.2751
1002,Cooling time,1,Interlayer cooling time (s),20.0,10.2781,2.3439
1003,Cooling time,1,Interlayer cooling time (s),40.0,10.1854,2.4032
1004,Cooling time,1,Interlayer cooling time (s),60.0,10.1466,2.4245
1005,Cooling time,1,Interlayer cooling time (s),80.0,10.0986,2.4409
1006,Cooling time,2,Interlayer cooling time (s),0.0,10.5009,2.2567
1007,Cooling time,2,Interlayer cooling time (s),20.0,10.3372,2.3395
1008,Cooling time,2,Interlayer cooling time (s),40.0,10.2307,2.3963
1009,Cooling time,2,Interlayer cooling time (s),60.0,10.1677,2.4226
1010,Cooling time,2,Interlayer cooling time (s),80.0,10.1249,2.4354
1011,Cooling time,3,Interlayer cooling time (s),0.0,10.5525,2.2403
1012,Cooling time,3,Interlayer cooling time (s),20.0,10.3755,2.32
1013,Cooling time,3,Interlayer cooling time (s),40.0,10.2704,2.3762
1014,Cooling time,3,Interlayer cooling time (s),60.0,10.1695,2.4107
1015,Cooling time,3,Interlayer cooling time (s),80.0,10.1124,2.4324
1016,Cooling time,4,Interlayer cooling time (s),0.0,10.6364,2.2207
1017,Cooling time,4,Interlayer cooling time (s),20.0,10.427,2.3049
1018,Cooling time,4,Interlayer cooling time (s),40.0,10.3175,2.3658
1019,Cooling time,4,Interlayer cooling time (s),60.0,10.209,2.397
1020,Cooling time,4,Interlayer cooling time (s),80.0,10.1357,2.4325
1021,Cooling time,5,Interlayer cooling time (s),0.0,10.687,2.1918
1022,Cooling time,5,Interlayer cooling time (s),20.0,10.4917,2.3004
1023,Cooling time,5,Interlayer cooling time (s),40.0,10.3622,2.3533
1024,Cooling time,5,Interlayer cooling time (s),60.0,10.2225,2.3901
1025,Cooling time,5,Interlayer cooling time (s),80.0,10.1671,2.4128
1026,Cooling time,6,Interlayer cooling time (s),0.0,10.759,2.1802
1027,Cooling time,6,Interlayer cooling time (s),20.0,10.5209,2.275
1028,Cooling time,6,Interlayer cooling time (s),40.0,10.3865,2.3391
1029,Cooling time,6,Interlayer cooling time (s),60.0,10.2772,2.3838
1030,Cooling time,6,Interlayer cooling time (s),80.0,10.2019,2.4123
1031,Cooling time,7,Interlayer cooling time (s),0.0,10.8189,2.1596
1032,Cooling time,7,Interlayer cooling time (s),20.0,10.5749,2.2605
1033,Cooling time,7,Interlayer cooling time (s),40.0,10.4174,2.3289
1034,Cooling time,7,Interlayer cooling time (s),60.0,10.3027,2.3806
1035,Cooling time,7,Interlayer cooling time (s),80.0,10.2347,2.4122
1036,Cooling time,8,Interlayer cooling time (s),0.0,10.8666,2.1329
1037,Cooling time,8,Interlayer cooling time (s),20.0,10.6207,2.249
1038,Cooling time,8,Interlayer cooling time (s),40.0,10.4583,2.3138
1039,Cooling time,8,Interlayer cooling time (s),60.0,10.3104,2.3748
1040,Cooling time,8,Interlayer cooling time (s),80.0,10.2118,2.4123
1041,Cooling time,9,Interlayer cooling time (s),0.0,10.9478,2.12
1042,Cooling time,9,Interlayer cooling time (s),20.0,10.7132,2.2215
1043,Cooling time,9,Interlayer cooling time (s),40.0,10.5137,2.2979
1044,Cooling time,9,Interlayer cooling time (s),60.0,10.352,2.3634
1045,Cooling time,9,Interlayer cooling time (s),80.0,10.2606,2.4021
1046,Cooling time,10,Interlayer cooling time (s),0.0,11.0068,2.1002
1047,Cooling time,10,Interlayer cooling time (s),20.0,10.731,2.2136
1048,Cooling time,10,Interlayer cooling time (s),40.0,10.5521,2.28
1049,Cooling time,10,Interlayer cooling time (s),60.0,10.3719,2.351
1050,Cooling time,10,Interlayer cooling time (s),80.0,10.28,2.3945
